UserID,Age,ParentalEducationYears,CEOAnnualSalary,Budget,IdealTripDurationDays,CurrentLatitude,CurrentLongitude,ClimatePreference,TravelStylePreference,TravelCompanionPreference,FavoriteColor,LocalSportsTeamRecord,PastTripsWithRatings
759,25,14.2,21721.73,725.88,4,41.412,-70.3495,Mixed,Adventure,Solo,Orange,Winning,"Destination_068-8, Destination_017-8"
760,45,13.1,9121.3,746.43,10,48.0782,-123.1026,Cold,Relaxation,Couples,Blue,Winning,"Destination_032-6, Destination_055-9"
761,18,12.0,8273.88,300.0,5,47.4584,-121.7822,Mixed,Adventure,Friends,White,Losing,"Destination_008-8, Destination_066-4, Destination_029-6"
762,40,14.2,34990.72,1955.13,11,47.8852,-122.9845,Warm,Adventure,Friends,White,Winning,"Destination_058-7, Destination_055-9, Destination_046-9, Destination_074-7"
763,66,12.5,28341.37,1422.57,9,41.0154,-75.0788,Temperate,Cultural,Friends,Yellow,Winning,"Destination_035-9, Destination_003-9"
764,18,12.3,21570.81,546.13,11,41.7686,-87.061,Mixed,Luxury,Solo,Blue,Winning,"Destination_009-8, Destination_068-6, Destination_030-5"
765,32,11.0,22146.97,969.52,10,42.3692,-71.3095,Temperate,Adventure,Friends,Black,Neutral,"Destination_066-8, Destination_044-9"
766,35,10.8,16708.92,456.62,10,41.1547,-73.5226,Warm,Relaxation,Couples,Purple,Winning,"Destination_061-7, Destination_052-10, Destination_068-8"
767,29,13.3,14850.66,1698.68,6,34.705,-117.8028,Temperate,Party,Friends,White,Losing,"Destination_068-8, Destination_038-10, Destination_058-10, Destination_012-9"
768,47,13.5,47629.21,1219.32,8,42.4207,-87.2635,Cold,Cultural,Family,Purple,Neutral,Destination_068-6
769,41,12.0,24342.7,1035.05,6,40.8428,-73.9652,Mixed,Adventure,Solo,Red,Losing,"Destination_022-6, Destination_052-7, Destination_055-5, Destination_035-8, Destination_001-8"
770,37,15.2,53302.01,557.01,3,47.4914,-122.9362,Cold,Relaxation,Couples,Blue,Neutral,Destination_038-6
771,45,13.6,49146.27,1736.33,13,41.8823,-71.201,Warm,Party,Work,Yellow,Neutral,"Destination_047-8, Destination_018-6, Destination_068-5"
772,35,15.0,20786.89,1163.81,10,42.0007,-86.9096,Temperate,Adventure,Couples,Yellow,Winning,"Destination_004-6, Destination_064-7, Destination_068-8, Destination_067-9"
773,73,12.8,21185.05,1236.59,7,40.6891,-73.5083,Warm,Relaxation,Friends,Green,Winning,"Destination_061-6, Destination_024-6, Destination_060-10, Destination_005-6, Destination_017-6"
774,37,12.3,25153.69,1205.99,11,41.2497,-74.1257,Mixed,Cultural,Work,Orange,Losing,"Destination_062-9, Destination_050-9, Destination_055-6"
775,37,14.1,41033.15,801.33,6,42.1773,-87.7518,Warm,Cultural,Couples,Green,Losing,"Destination_001-10, Destination_007-8, Destination_056-9"
776,18,11.7,31318.8,895.43,2,41.3711,-73.6921,Cold,Adventure,Family,Black,Neutral,"Destination_003-8, Destination_057-5, Destination_018-6, Destination_074-6"
777,28,15.1,13299.74,884.59,10,40.1148,-73.9292,Temperate,Party,Couples,Green,Losing,"Destination_056-6, Destination_027-10, Destination_038-4"
778,49,11.8,10366.49,873.88,4,41.5341,-74.1006,Cold,Luxury,Friends,Orange,Losing,Destination_051-8
779,19,16.1,27040.96,1010.92,6,42.5839,-70.7871,Temperate,Adventure,Friends,Orange,Winning,Destination_067-9
780,18,13.6,61972.11,843.99,8,33.5317,-117.9846,Cold,Adventure,Friends,White,Losing,"Destination_020-8, Destination_033-8"
781,35,16.0,34029.41,1228.63,9,33.3531,-118.5528,Cold,Relaxation,Couples,White,Losing,"Destination_004-9, Destination_065-7, Destination_039-8, Destination_001-7, Destination_038-4"
782,51,11.3,33453.4,1014.55,10,42.8979,-70.8816,Warm,Adventure,Work,Black,Losing,Destination_043-7
783,36,12.5,37006.75,878.77,9,47.4578,-122.1068,Warm,Cultural,Friends,Purple,Winning,"Destination_031-8, Destination_034-9"
784,31,14.7,30864.84,1280.1,9,40.68,-74.0037,Temperate,Cultural,Family,Purple,Winning,"Destination_010-7, Destination_020-7, Destination_044-10, Destination_005-6"
785,18,16.6,18174.03,1329.6,5,34.3784,-118.6037,Temperate,Adventure,Work,Red,Neutral,"Destination_019-7, Destination_002-7, Destination_051-6"
786,40,17.1,50586.61,1839.32,9,40.7302,-74.1661,Mixed,Cultural,Family,Orange,Winning,Destination_027-7
787,43,13.8,73354.29,1811.15,4,39.9172,-74.4702,Temperate,Party,Work,Orange,Winning,"Destination_054-8, Destination_061-5, Destination_075-8, Destination_016-10"
788,18,17.9,44383.69,1398.97,12,26.5441,-79.9976,Mixed,Adventure,Solo,Purple,Losing,"Destination_007-6, Destination_069-7"
789,49,13.0,41520.91,1388.82,4,41.2182,-88.4002,Warm,Cultural,Couples,White,Neutral,"Destination_005-7, Destination_053-8, Destination_038-8, Destination_059-8"
790,44,15.9,29176.39,1839.26,7,41.8239,-86.8494,Mixed,Party,Friends,Yellow,Winning,"Destination_051-6, Destination_033-7, Destination_012-6, Destination_026-10, Destination_046-5"
791,49,11.7,19447.6,1213.95,4,40.6166,-73.3565,Warm,Cultural,Couples,Red,Neutral,"Destination_020-6, Destination_010-9"
792,42,14.6,17557.3,841.42,5,34.226,-118.0044,Temperate,Relaxation,Couples,White,Winning,"Destination_021-10, Destination_015-5"
793,43,9.1,11112.84,404.26,7,40.0421,-73.5412,Temperate,Cultural,Friends,Purple,Winning,"Destination_059-9, Destination_061-6"
794,41,11.5,30287.45,338.96,6,40.5425,-73.5785,Cold,Cultural,Family,Orange,Losing,"Destination_059-5, Destination_004-8, Destination_018-6, Destination_015-5, Destination_060-6"
795,45,14.6,4865.79,753.32,11,40.3029,-73.9215,Warm,Luxury,Couples,Blue,Losing,Destination_061-6
796,18,11.6,31921.34,667.01,8,25.936,-80.267,Cold,Adventure,Family,Yellow,Winning,"Destination_071-6, Destination_006-9, Destination_025-6"
797,18,15.1,31971.45,707.29,6,40.9123,-74.1432,Temperate,Cultural,Friends,Black,Losing,"Destination_009-7, Destination_054-9, Destination_036-6, Destination_045-6, Destination_031-8"
798,26,15.9,16233.24,1161.66,7,33.7255,-117.4373,Mixed,Luxury,Solo,Blue,Losing,Destination_040-8
799,33,12.9,18314.88,300.0,11,34.5745,-118.6204,Cold,Luxury,Couples,Orange,Losing,"Destination_007-9, Destination_010-9, Destination_047-6, Destination_020-10, Destination_051-7"
800,40,11.9,9081.19,419.65,10,34.3342,-118.6113,Cold,Adventure,Couples,Purple,Losing,Destination_031-8
801,39,12.9,20094.44,1047.84,4,41.7677,-70.5431,Mixed,Cultural,Friends,Blue,Winning,"Destination_066-7, Destination_010-10, Destination_049-7"
802,48,11.7,93541.0,1634.45,6,41.508,-70.5966,Warm,Cultural,Family,Black,Winning,Destination_033-6
803,49,13.4,34598.3,847.48,9,25.6336,-80.2958,Temperate,Luxury,Couples,Orange,Losing,"Destination_038-10, Destination_009-8, Destination_065-10, Destination_031-9, Destination_021-10"
804,25,14.3,47120.45,1370.93,8,40.9149,-73.7194,Temperate,Adventure,Friends,Green,Neutral,"Destination_052-8, Destination_051-6"
805,38,13.2,26346.43,888.8,4,33.6368,-117.8811,Cold,Adventure,Couples,Purple,Winning,Destination_013-10
806,25,17.5,35537.61,1371.29,10,40.7667,-74.638,Warm,Adventure,Family,Black,Winning,"Destination_034-7, Destination_057-9"
807,33,12.5,88471.64,992.58,5,47.5251,-121.6394,Warm,Relaxation,Couples,Blue,Winning,"Destination_022-7, Destination_069-9, Destination_023-9, Destination_074-8"
808,39,16.6,47324.39,1260.95,12,34.8883,-117.8813,Cold,Adventure,Family,Purple,Winning,"Destination_032-6, Destination_068-5"
809,18,12.2,12679.58,661.98,8,47.0148,-122.0847,Warm,Party,Solo,Purple,Winning,Destination_066-9
810,64,13.5,18839.18,2046.8,5,42.3054,-87.2671,Warm,Luxury,Family,Green,Losing,Destination_020-10
811,42,16.1,44765.92,1243.28,6,41.1025,-73.8284,Temperate,Adventure,Family,Green,Winning,"Destination_075-6, Destination_021-6"
812,28,16.3,44719.78,1394.77,6,25.7238,-80.4942,Mixed,Party,Friends,Black,Losing,"Destination_008-6, Destination_026-6, Destination_043-8, Destination_069-5"
813,58,12.6,9446.06,892.01,8,41.411,-70.8902,Warm,Relaxation,Friends,White,Winning,"Destination_045-8, Destination_042-7, Destination_017-7, Destination_064-10"
814,31,15.1,55133.57,1384.4,7,41.973,-87.3512,Temperate,Luxury,Friends,Yellow,Winning,"Destination_055-7, Destination_033-8, Destination_047-9, Destination_072-6, Destination_031-8"
815,37,14.7,27259.5,966.71,4,40.0412,-73.6875,Mixed,Adventure,Family,Blue,Losing,"Destination_018-6, Destination_049-7"
816,29,12.9,35624.04,975.13,3,42.9073,-87.5908,Mixed,Cultural,Couples,White,Winning,Destination_048-9
817,55,14.7,37468.97,1609.38,10,40.6792,-73.8555,Warm,Relaxation,Couples,Blue,Winning,"Destination_068-8, Destination_044-8, Destination_033-4, Destination_015-6"
818,34,17.7,24818.71,1122.58,9,43.3762,-71.5718,Temperate,Cultural,Solo,Red,Losing,"Destination_049-9, Destination_035-7, Destination_074-9, Destination_048-8"
819,37,14.8,40002.76,1164.07,8,42.4616,-71.4598,Warm,Relaxation,Couples,Green,Winning,"Destination_075-8, Destination_033-7, Destination_012-3, Destination_001-7"
820,49,14.7,19960.34,1198.04,9,25.4865,-80.2148,Mixed,Cultural,Solo,White,Winning,"Destination_044-7, Destination_009-10, Destination_022-7"
821,42,15.1,31653.99,1770.41,6,41.3837,-73.1095,Temperate,Relaxation,Family,White,Losing,"Destination_059-8, Destination_023-10, Destination_024-8, Destination_025-5, Destination_053-6"
822,34,11.0,14416.34,585.15,8,42.5841,-71.2483,Temperate,Cultural,Friends,Green,Neutral,"Destination_075-6, Destination_004-6, Destination_061-4, Destination_060-8"
823,48,14.6,32920.83,796.2,15,27.0064,-80.4038,Temperate,Cultural,Family,Purple,Losing,"Destination_037-8, Destination_003-6, Destination_022-5"
824,65,11.3,11105.54,618.21,12,47.3244,-123.2175,Temperate,Relaxation,Couples,Orange,Winning,"Destination_062-10, Destination_033-6, Destination_037-9, Destination_027-7"
825,39,12.6,28771.63,300.0,6,41.408,-73.5259,Warm,Cultural,Couples,Black,Winning,"Destination_018-9, Destination_061-7, Destination_023-6, Destination_021-7"
826,36,18.2,118700.69,1794.47,7,41.9189,-74.7048,Mixed,Cultural,Couples,White,Neutral,"Destination_052-5, Destination_021-7, Destination_024-9, Destination_001-10"
827,37,13.4,12625.47,691.52,2,43.0891,-71.0249,Temperate,Adventure,Couples,Red,Losing,Destination_070-9
828,51,12.1,5619.74,1216.38,11,48.0131,-123.1539,Temperate,Relaxation,Family,Blue,Winning,"Destination_010-10, Destination_015-7, Destination_067-9, Destination_028-9"
829,28,16.3,59598.93,1495.21,10,34.784,-117.8467,Mixed,Adventure,Couples,Red,Losing,"Destination_058-9, Destination_018-8"
830,32,12.1,18362.02,1080.34,5,41.8605,-87.3074,Warm,Relaxation,Couples,Orange,Losing,"Destination_041-8, Destination_053-10, Destination_006-5, Destination_044-8"
831,18,13.3,18475.05,548.02,3,33.6673,-118.5297,Warm,Adventure,Work,Green,Neutral,Destination_029-9
832,21,16.7,27397.01,1304.02,4,40.4783,-74.9364,Temperate,Adventure,Friends,Yellow,Neutral,"Destination_005-7, Destination_045-9"
833,29,14.1,10351.11,300.0,8,34.4809,-117.6442,Mixed,Adventure,Family,Purple,Losing,"Destination_012-8, Destination_055-8, Destination_056-6, Destination_070-10"
834,34,10.8,34098.36,561.02,7,42.0093,-70.8859,Warm,Adventure,Solo,Purple,Losing,"Destination_027-9, Destination_064-7, Destination_061-9, Destination_015-8"
835,56,14.6,34728.79,1634.34,10,47.4772,-122.1659,Cold,Adventure,Couples,Red,Winning,"Destination_066-8, Destination_033-6, Destination_073-6, Destination_001-7"
836,41,13.0,73051.61,1183.32,8,40.3962,-74.4517,Temperate,Adventure,Family,Orange,Losing,Destination_025-9
837,24,17.2,76052.44,1995.42,11,41.236,-74.0419,Temperate,Cultural,Work,Yellow,Neutral,"Destination_013-8, Destination_041-9, Destination_061-9"
838,26,12.9,14043.8,551.5,8,42.8911,-87.6068,Temperate,Relaxation,Couples,Orange,Losing,"Destination_045-10, Destination_031-6, Destination_002-10"
839,51,15.7,23721.8,1218.74,10,41.417,-87.0165,Warm,Party,Couples,White,Losing,"Destination_017-8, Destination_028-8, Destination_022-8, Destination_061-7"
840,49,17.2,31583.6,1040.3,2,47.9254,-121.9666,Warm,Cultural,Work,Black,Winning,"Destination_037-7, Destination_028-7, Destination_038-7, Destination_012-7, Destination_020-10"
841,35,12.2,51788.14,984.14,4,34.6453,-118.5664,Mixed,Adventure,Couples,Black,Winning,"Destination_049-8, Destination_055-8"
842,30,13.6,56611.88,1178.13,6,40.6464,-74.0957,Temperate,Relaxation,Couples,Orange,Neutral,"Destination_057-10, Destination_003-6"
843,48,14.4,27122.58,1319.83,11,41.2346,-87.7618,Temperate,Relaxation,Family,Green,Neutral,"Destination_029-5, Destination_028-8"
844,23,12.4,26277.81,520.06,13,34.7182,-118.1213,Mixed,Luxury,Friends,Green,Losing,Destination_013-9
845,40,14.3,54898.82,1722.13,8,41.687,-71.8379,Warm,Relaxation,Work,Black,Winning,"Destination_023-7, Destination_010-7, Destination_068-9, Destination_020-7, Destination_018-10"
846,62,12.9,27935.7,1969.08,7,48.4424,-122.3752,Warm,Relaxation,Solo,Blue,Losing,"Destination_014-8, Destination_010-5"
847,37,13.4,19788.19,1366.8,2,40.3863,-74.147,Temperate,Relaxation,Friends,White,Losing,"Destination_019-6, Destination_061-7, Destination_039-10, Destination_037-9"
848,26,14.2,20808.92,1020.53,10,39.9713,-73.2985,Warm,Luxury,Couples,Red,Losing,"Destination_016-7, Destination_017-6, Destination_014-8, Destination_032-7"
849,40,13.9,21506.33,1132.48,6,41.6835,-86.9463,Mixed,Cultural,Friends,Orange,Winning,"Destination_017-9, Destination_048-7, Destination_031-6, Destination_012-7, Destination_044-8"
850,29,14.3,48047.96,1235.32,16,25.7858,-79.4752,Mixed,Luxury,Friends,Green,Losing,"Destination_015-9, Destination_001-9"
851,18,13.0,57622.82,739.81,5,40.8383,-73.5834,Temperate,Party,Friends,Red,Winning,"Destination_004-6, Destination_001-9, Destination_031-7, Destination_014-6, Destination_064-9"
852,43,12.6,11279.46,879.41,14,34.4095,-117.9284,Mixed,Party,Friends,Purple,Neutral,"Destination_023-6, Destination_041-8, Destination_004-5, Destination_024-4"
853,48,13.4,17024.9,1058.03,10,40.884,-74.1264,Warm,Luxury,Friends,Green,Winning,"Destination_049-9, Destination_023-9"
854,31,13.9,30543.49,1374.51,5,43.3177,-71.5135,Mixed,Cultural,Solo,Green,Losing,"Destination_056-8, Destination_075-6, Destination_028-6, Destination_010-7, Destination_040-5"
855,30,13.1,58372.19,1386.2,8,47.6122,-122.3226,Cold,Cultural,Solo,Yellow,Winning,"Destination_029-7, Destination_039-5"
856,23,14.8,18105.65,812.03,9,47.8112,-122.5447,Warm,Relaxation,Couples,Purple,Winning,"Destination_030-10, Destination_010-7, Destination_028-8"
857,33,10.3,13933.27,300.0,6,34.2074,-118.3244,Temperate,Adventure,Couples,Blue,Winning,"Destination_012-4, Destination_020-8"
858,28,12.6,12703.95,1062.48,10,33.259,-118.2352,Mixed,Cultural,Couples,Red,Losing,"Destination_063-7, Destination_013-8, Destination_068-7"
859,23,13.6,37655.36,988.22,10,41.3297,-88.4972,Temperate,Relaxation,Friends,Yellow,Neutral,"Destination_003-7, Destination_063-7, Destination_036-9, Destination_042-10, Destination_008-9"
860,58,11.7,17092.63,1553.23,10,42.4284,-70.8161,Temperate,Luxury,Friends,Green,Losing,"Destination_004-7, Destination_014-10, Destination_031-9, Destination_051-9"
861,41,17.0,44578.5,1913.47,9,40.9733,-73.7264,Cold,Relaxation,Work,Purple,Losing,Destination_031-10
862,42,13.8,26068.03,1340.94,4,39.7437,-74.6905,Warm,Relaxation,Family,Black,Winning,"Destination_027-7, Destination_002-8"
863,46,14.0,55074.24,1952.8,8,26.7468,-80.7136,Warm,Adventure,Family,Purple,Winning,"Destination_001-9, Destination_045-5"
864,44,12.7,23503.23,1619.94,9,42.6654,-71.4035,Warm,Party,Family,Red,Winning,"Destination_028-6, Destination_052-8, Destination_009-10, Destination_040-10, Destination_053-9"
865,30,14.0,15524.77,858.14,2,25.7998,-80.5066,Temperate,Luxury,Work,Orange,Neutral,"Destination_041-7, Destination_018-9"
866,38,11.4,37864.65,642.32,8,34.3308,-118.1716,Temperate,Relaxation,Friends,Black,Losing,"Destination_033-7, Destination_023-9, Destination_026-5"
867,32,13.6,18947.94,943.79,7,25.5359,-80.7151,Temperate,Cultural,Couples,Red,Winning,"Destination_053-7, Destination_031-5, Destination_036-6, Destination_058-6, Destination_034-8"
868,40,11.9,29105.84,665.92,3,42.4939,-71.6664,Warm,Adventure,Solo,White,Losing,Destination_038-8
869,39,13.3,20136.61,731.35,6,40.9237,-72.6968,Warm,Cultural,Work,Orange,Losing,"Destination_039-6, Destination_038-8, Destination_061-8"
870,30,8.9,19514.85,608.01,6,41.3851,-73.6508,Cold,Relaxation,Friends,Purple,Losing,"Destination_034-6, Destination_065-7, Destination_042-10"
871,19,12.0,20738.6,711.76,13,34.0072,-119.2094,Warm,Relaxation,Friends,White,Winning,Destination_023-9
872,37,16.8,49884.98,1018.23,8,41.6989,-70.4186,Cold,Relaxation,Friends,Orange,Losing,"Destination_063-8, Destination_027-9, Destination_004-10, Destination_060-9"
873,33,15.6,54941.91,1439.72,11,33.6551,-118.5896,Temperate,Party,Friends,Orange,Losing,"Destination_050-9, Destination_025-5, Destination_035-10"
874,18,16.9,76352.24,1265.46,7,33.9672,-118.771,Cold,Party,Friends,Orange,Neutral,Destination_038-8
875,41,16.6,13969.08,860.7,2,41.7466,-71.0852,Temperate,Adventure,Work,Blue,Losing,"Destination_059-6, Destination_041-9, Destination_012-7"
876,47,15.0,60539.53,1657.9,10,41.4342,-88.0005,Mixed,Luxury,Work,Red,Winning,"Destination_034-6, Destination_022-6, Destination_023-10"
877,65,12.4,23286.77,1463.89,6,40.3194,-73.7488,Warm,Relaxation,Family,Black,Losing,"Destination_019-7, Destination_050-9, Destination_028-10"
878,30,11.9,9094.15,364.41,6,47.4939,-122.4193,Mixed,Party,Solo,Black,Losing,"Destination_069-9, Destination_037-7, Destination_013-3, Destination_072-6, Destination_027-7"
879,29,16.3,37774.77,1570.38,5,42.1785,-87.701,Temperate,Cultural,Solo,Purple,Losing,"Destination_057-8, Destination_047-7"
880,22,14.3,26274.82,530.91,7,42.2209,-70.8248,Warm,Luxury,Friends,Blue,Losing,"Destination_048-6, Destination_005-5, Destination_064-10, Destination_041-6"
881,38,18.8,55331.78,1124.1,11,26.0941,-80.2635,Temperate,Cultural,Friends,Orange,Losing,"Destination_068-9, Destination_051-7"
882,37,13.1,15657.14,836.86,10,41.9203,-88.0209,Warm,Luxury,Friends,Yellow,Winning,"Destination_058-7, Destination_070-8"
883,25,18.0,91457.74,1713.64,13,25.3297,-79.8054,Temperate,Adventure,Couples,Black,Winning,"Destination_013-6, Destination_063-10"
884,33,13.6,20106.06,616.55,12,40.9325,-73.7824,Mixed,Relaxation,Couples,Purple,Losing,"Destination_018-10, Destination_069-6, Destination_039-8"
885,18,16.9,17028.96,627.34,2,40.8504,-73.9869,Mixed,Luxury,Friends,Orange,Losing,Destination_027-7
886,46,17.1,26646.85,1264.19,5,42.7082,-70.5924,Cold,Relaxation,Friends,Black,Losing,"Destination_040-9, Destination_031-8, Destination_046-9, Destination_070-8, Destination_068-8"
887,26,12.0,24177.72,662.78,2,41.1656,-74.0604,Mixed,Relaxation,Family,Black,Winning,"Destination_004-9, Destination_063-5, Destination_015-4"
888,35,12.9,15233.98,300.0,9,42.5735,-87.5158,Temperate,Cultural,Solo,White,Neutral,"Destination_018-7, Destination_075-5"
889,18,12.2,13054.39,727.46,5,42.1962,-87.489,Warm,Party,Family,Red,Losing,"Destination_032-6, Destination_040-7, Destination_063-9, Destination_069-9"
890,28,11.6,18470.84,300.0,5,42.4835,-71.4279,Mixed,Luxury,Family,Black,Losing,"Destination_039-7, Destination_014-9, Destination_022-6, Destination_059-8"
891,32,15.3,18030.83,1079.46,6,26.1107,-78.7674,Warm,Relaxation,Couples,Purple,Winning,"Destination_063-7, Destination_057-8, Destination_012-5"
892,35,13.5,48336.59,698.93,8,33.8626,-118.2045,Warm,Cultural,Friends,White,Winning,"Destination_019-7, Destination_014-6, Destination_070-7, Destination_060-8"
893,41,13.9,16516.03,1665.25,3,41.6569,-87.874,Warm,Adventure,Work,Blue,Losing,"Destination_035-4, Destination_065-7, Destination_038-10, Destination_030-10, Destination_041-6"
894,52,14.7,37763.07,1952.85,5,43.1322,-71.3965,Temperate,Cultural,Couples,Purple,Losing,"Destination_055-4, Destination_010-7"
895,44,10.0,17321.92,1030.72,8,41.643,-88.4237,Temperate,Relaxation,Solo,Green,Neutral,"Destination_058-10, Destination_072-7, Destination_028-3"
896,47,16.2,19803.88,1207.78,12,47.2312,-123.1842,Warm,Adventure,Family,Red,Neutral,Destination_043-9
897,52,12.9,9532.22,300.0,8,42.6759,-69.6602,Temperate,Cultural,Couples,Purple,Winning,"Destination_014-7, Destination_042-7"
898,42,14.8,79025.82,1424.14,5,42.1767,-71.8934,Mixed,Relaxation,Family,Red,Neutral,Destination_068-7
899,35,15.2,48945.82,1447.72,2,48.06,-122.6935,Mixed,Adventure,Solo,Red,Winning,"Destination_026-4, Destination_046-6, Destination_029-7, Destination_061-7, Destination_066-3"
900,47,16.4,32517.96,2081.91,11,43.0097,-71.201,Warm,Adventure,Solo,Purple,Winning,"Destination_074-5, Destination_015-9, Destination_039-8"
901,48,13.4,11598.0,1205.14,6,40.3941,-74.099,Warm,Cultural,Friends,Orange,Losing,"Destination_027-6, Destination_061-9, Destination_003-8, Destination_057-6, Destination_021-5"
902,43,9.5,5197.67,300.0,4,42.2589,-87.7437,Temperate,Party,Solo,Black,Winning,"Destination_056-6, Destination_045-5, Destination_024-9, Destination_029-6"
903,18,14.4,18400.04,755.06,2,40.4616,-74.1094,Warm,Luxury,Friends,Red,Losing,"Destination_040-10, Destination_022-9, Destination_062-4, Destination_015-9, Destination_037-9"
904,25,14.5,35417.47,1378.13,4,40.0741,-73.8115,Temperate,Adventure,Couples,Red,Neutral,"Destination_070-6, Destination_063-10, Destination_034-10, Destination_045-4, Destination_044-10"
905,32,11.9,13108.74,420.3,4,39.8166,-74.2321,Cold,Adventure,Couples,Yellow,Winning,Destination_021-4
906,44,14.0,6268.55,1091.92,7,42.7397,-70.9085,Mixed,Cultural,Solo,Yellow,Winning,"Destination_073-10, Destination_060-6, Destination_050-9, Destination_021-5"
907,35,13.2,30834.28,1276.83,4,42.1752,-87.6625,Warm,Luxury,Solo,Red,Winning,"Destination_054-9, Destination_012-9"
908,49,10.9,29357.54,877.27,8,34.6349,-117.7777,Cold,Relaxation,Couples,Green,Losing,"Destination_060-6, Destination_033-6, Destination_011-8"
909,51,14.9,47727.38,1114.61,7,34.2731,-117.7762,Cold,Relaxation,Friends,Blue,Losing,Destination_038-10
910,49,12.5,13753.98,1228.54,15,34.4252,-118.4597,Mixed,Relaxation,Work,Purple,Losing,"Destination_057-8, Destination_003-8, Destination_050-7, Destination_014-7, Destination_063-7"
911,49,12.8,18182.06,1379.25,3,41.2081,-87.4198,Temperate,Relaxation,Solo,Black,Losing,"Destination_064-8, Destination_015-8, Destination_075-7, Destination_035-9, Destination_052-8"
912,23,13.2,14593.78,735.8,7,42.633,-70.5148,Mixed,Cultural,Solo,Yellow,Losing,"Destination_016-8, Destination_028-8, Destination_058-5"
913,41,16.3,26306.1,1245.15,8,47.1418,-122.7832,Cold,Adventure,Solo,Purple,Losing,"Destination_041-7, Destination_056-9, Destination_013-10, Destination_001-5, Destination_012-8"
914,28,14.0,25842.74,1656.48,5,25.99,-80.2256,Warm,Relaxation,Friends,Blue,Neutral,"Destination_065-5, Destination_043-9, Destination_062-5, Destination_075-9, Destination_071-8"
915,18,14.4,64479.66,812.58,7,46.6671,-122.1424,Temperate,Relaxation,Couples,White,Losing,"Destination_017-6, Destination_046-9"
916,32,13.1,37115.32,1529.76,10,40.9538,-88.1026,Cold,Relaxation,Couples,Red,Neutral,"Destination_022-6, Destination_005-8"
917,51,14.5,34180.96,1555.92,9,48.2858,-121.4176,Warm,Luxury,Friends,Purple,Winning,Destination_034-6
918,41,16.5,66125.53,1310.32,12,41.2722,-87.7947,Temperate,Adventure,Friends,Green,Losing,"Destination_002-5, Destination_057-10, Destination_009-6"
919,59,14.7,24822.29,1303.5,2,42.3813,-70.1694,Temperate,Relaxation,Family,Yellow,Losing,"Destination_056-7, Destination_007-6"
920,37,15.2,55728.1,1727.34,6,47.3636,-122.5684,Cold,Luxury,Couples,Purple,Winning,"Destination_024-7, Destination_039-8"
921,64,14.5,29336.99,1902.31,13,41.4844,-74.1974,Warm,Relaxation,Family,Black,Losing,"Destination_067-7, Destination_050-9, Destination_039-8"
922,37,11.1,5996.33,620.62,10,41.0711,-74.7486,Temperate,Luxury,Couples,Orange,Winning,"Destination_044-7, Destination_020-7, Destination_024-10, Destination_055-9, Destination_049-6"
923,35,12.1,19206.31,1450.69,9,41.7944,-88.4598,Warm,Luxury,Family,Purple,Losing,"Destination_048-7, Destination_050-9, Destination_066-8, Destination_067-6, Destination_038-10"
924,20,13.8,76058.32,965.27,11,41.3523,-87.2104,Cold,Party,Friends,Blue,Losing,Destination_022-7
925,48,12.2,23048.45,1112.0,2,25.735,-80.3496,Temperate,Luxury,Solo,Purple,Winning,"Destination_041-8, Destination_032-6, Destination_023-9"
926,29,11.9,26895.11,539.21,9,40.3356,-74.1203,Temperate,Adventure,Friends,Purple,Losing,"Destination_025-7, Destination_070-10, Destination_051-6, Destination_036-6"
927,27,10.3,7824.54,300.0,10,40.8606,-73.5185,Temperate,Party,Couples,White,Losing,"Destination_054-9, Destination_041-6"
928,50,10.9,27308.75,800.65,6,39.3974,-74.4259,Temperate,Relaxation,Friends,Purple,Losing,"Destination_013-9, Destination_015-9, Destination_058-8, Destination_021-8"
929,49,13.1,9981.4,979.05,15,34.1295,-118.2894,Temperate,Party,Solo,White,Losing,"Destination_015-8, Destination_031-8, Destination_055-6"
930,49,13.5,10152.5,1048.13,8,40.9117,-73.8762,Cold,Adventure,Couples,Black,Losing,"Destination_017-7, Destination_013-8"
931,31,12.4,16994.15,501.45,2,42.2076,-71.3234,Warm,Cultural,Solo,Purple,Neutral,"Destination_072-6, Destination_009-6, Destination_015-7, Destination_059-9"
932,34,14.1,54170.69,1018.79,8,42.2372,-70.4856,Mixed,Cultural,Friends,Green,Losing,Destination_073-8
933,34,13.0,98135.75,1840.23,6,47.244,-122.3614,Temperate,Adventure,Solo,Green,Neutral,"Destination_031-9, Destination_052-6, Destination_007-5, Destination_012-5"
934,44,15.9,29787.23,1799.5,12,40.8017,-73.2298,Mixed,Relaxation,Couples,Red,Winning,"Destination_048-6, Destination_005-7, Destination_073-8"
935,54,13.2,29312.44,1994.61,10,41.7298,-87.1506,Temperate,Relaxation,Family,Purple,Winning,"Destination_013-7, Destination_014-7, Destination_031-8, Destination_024-8, Destination_047-7"
936,39,15.2,12777.32,1262.1,6,26.376,-80.2219,Temperate,Relaxation,Friends,Orange,Winning,"Destination_008-4, Destination_073-7, Destination_019-8, Destination_005-7, Destination_060-3"
937,59,13.8,23590.5,1091.47,12,42.2546,-71.2245,Warm,Relaxation,Family,Red,Losing,"Destination_013-10, Destination_052-8, Destination_040-9"
